XMID,DBA,Status,Sales Rep,Portfolio,Date Added,Date Approved,Date Assigned,Date Created,Date Submitted,Date Closed,VIPStatus
8739296850302516,Chicken Express Plano Custer Rd,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:40:43 PM,6/3/2022 3:40:53 PM,,6/3/2022 1:40:43 PM,6/3/2022 2:03:37 PM,,
,Sunoco Gas,Draft,Hassan Rida2,Hassan Rida,6/3/2022 1:36:45 PM,,,6/3/2022 1:36:45 PM,,,
8739292500304433,EMPIRE CHEVROLET OF HICKSVILLE - NZ0,Approved,Jack Haytaian,Jack HaytaianNZO,6/3/2022 1:32:47 PM,6/3/2022 5:39:15 PM,,6/3/2022 1:32:47 PM,6/3/2022 3:16:28 PM,,
554402000689844,Hilton Gas Mart,Approved,Hassan Rida2,Hassan Rida,6/3/2022 1:26:29 PM,6/13/2022 12:14:40 PM,,6/3/2022 1:26:29 PM,6/7/2022 1:45:42 PM,,
8739296850302524,Chicken Express Hulen,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:23:17 PM,6/7/2022 12:42:13 PM,,6/3/2022 1:23:17 PM,6/7/2022 9:55:40 AM,,
8739296850302547,Chicken Express Sycamore School,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:18:37 PM,6/21/2022 4:54:57 PM,,6/3/2022 1:18:37 PM,6/21/2022 9:38:13 AM,,
8739296850302523,Chicken Express Frisco Custer Rd,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:10:20 PM,6/7/2022 12:06:15 PM,,6/3/2022 1:10:20 PM,6/7/2022 9:56:50 AM,,
,"TROPICAL DRAIN & SEWER, INC",Declined,RM TV,PPSD LLC,6/3/2022 1:10:12 PM,,,6/3/2022 1:10:12 PM,6/3/2022 1:10:12 PM,6/6/2022 1:39:37 PM,
8739297070300314,Miceli Law PA OPS,Approved,Ruston Miles,Payment Tree,6/3/2022 1:07:56 PM,6/13/2022 8:42:55 AM,,6/3/2022 1:07:56 PM,6/6/2022 11:16:45 AM,,
,Southeast Veterinary Neurology,Draft,Marc Draper,Convenient Payments - ISV,6/3/2022 1:05:53 PM,,,6/3/2022 1:05:53 PM,6/3/2022 1:05:53 PM,,
8739296850302514,Chicken Express McPherson,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 1:02:52 PM,6/3/2022 3:19:35 PM,,6/3/2022 1:02:52 PM,6/3/2022 1:30:13 PM,,
554402000691378,Mark's Mobile Home S&S,Approved,Jennifer Langston,Banc Card of America,6/3/2022 1:00:46 PM,6/24/2022 11:42:36 AM,,6/3/2022 1:00:46 PM,6/7/2022 11:38:51 AM,,
554402000689000,COPENHAGEN LIQUOR,Approved,Mo Shamout,"POS 360, INC.",6/3/2022 12:51:17 PM,6/3/2022 4:54:25 PM,,6/3/2022 12:51:17 PM,6/3/2022 1:05:32 PM,,
8739296850302522,Chicken Express Altamesa,Approved,Patrick Page,Patrick Page - Axis POS,6/3/2022 12:45:55 PM,6/7/2022 11:59:45 AM,,6/3/2022 12:45:55 PM,6/7/2022 9:58:17 AM,,
,Western Gas Technologies Inc,Declined,Tiffany Chansamoeun,Convenient Payments - ISV,6/3/2022 12:44:55 PM,,,6/3/2022 12:44:55 PM,6/3/2022 12:58:42 PM,6/6/2022 1:16:30 PM,
8739298340300004,Main Street Sports Grille,Approved,David Price,Price Professional Solutions,6/3/2022 12:41:37 PM,6/3/2022 4:32:25 PM,,6/3/2022 12:41:37 PM,6/3/2022 12:42:04 PM,,
554402000688986,Power Road Farmers Market,Approved,La Khoundara,La Khoundara,6/3/2022 12:37:45 PM,6/3/2022 2:35:43 PM,,6/3/2022 12:37:45 PM,6/3/2022 1:19:04 PM,,
56310000007547,ALWAYS READY CONCRETE,Approved,Jennifer Cavness,Jennifer Cavness - Indigo,6/3/2022 12:36:04 PM,6/9/2022 10:58:36 AM,,6/3/2022 12:36:04 PM,6/3/2022 12:53:54 PM,,
8739296960300767,QING WELLNESS CENTER,Approved,Lisa Wang,Lisa Wang,6/3/2022 12:34:12 PM,6/10/2022 9:29:44 AM,,6/3/2022 12:34:12 PM,6/7/2022 3:23:11 PM,,
8739299330301986,THE HIDEOUT,Approved,Shay Weems,Shay Weems,6/3/2022 12:30:43 PM,6/3/2022 5:23:46 PM,,6/3/2022 12:30:43 PM,6/3/2022 2:25:21 PM,,
8739292500304432,ONE CALL ALABAMA,Approved,Anthony Bilotti,Anthony Bilotti American 6.19,6/3/2022 12:20:46 PM,6/3/2022 5:05:23 PM,,6/3/2022 12:20:46 PM,6/3/2022 1:03:40 PM,,
554402050037381,SELY'S MEXICAN RESTAURANT #3,Approved,Ryan Hegler,Ryan Hegler,6/3/2022 12:15:53 PM,6/3/2022 5:46:55 PM,,6/3/2022 12:15:53 PM,6/3/2022 12:56:47 PM,,
56310000007603,CREATIVE CUTTERS,Approved,Ralph Zanfardino,ACCPC - Ralph Zanfardino - II,6/3/2022 12:02:26 PM,6/15/2022 11:50:45 AM,,6/3/2022 12:02:26 PM,6/3/2022 1:00:31 PM,,
56310000007502,RUA BEV LLC,Approved,robert martinez,Robert Martinez,6/3/2022 11:57:37 AM,6/7/2022 9:09:45 AM,,6/3/2022 11:57:37 AM,6/3/2022 1:06:19 PM,,
8739299330302022,STEPHANIE'S PET PARLOR,Approved,Donald Gay,Donald Gay,6/3/2022 11:46:15 AM,6/10/2022 9:07:15 AM,,6/3/2022 11:46:15 AM,6/3/2022 12:03:58 PM,,
8739296710300333,Med Spa @ Seena One,Approved,Deborah Larson,Deborah Larson,6/3/2022 11:45:18 AM,6/6/2022 12:39:07 PM,,6/3/2022 11:45:18 AM,6/3/2022 11:45:18 AM,,
554402050037357,HARVEST WINE & SPIRITS,Approved,Jason Rodriguez,Jason Rodriguez,6/3/2022 11:36:37 AM,6/3/2022 2:47:56 PM,,6/3/2022 11:36:37 AM,6/3/2022 12:33:28 PM,,
,Courtney's Cupcakes (Test),Draft,Courtney Reed,Symple,6/3/2022 11:26:22 AM,,,6/3/2022 11:26:22 AM,,,
554402050037332,SOUTHSIDE ANTIQUE MALL,Approved,CHRISTINA  CARRIER ,CHRISTINA CARRIER,6/3/2022 11:18:43 AM,6/3/2022 12:10:17 PM,,6/3/2022 11:18:43 AM,6/3/2022 11:30:08 AM,,
8739293975303101,"BEACH LIFE VACATION RENTALS, LLC",Approved,Noa Curtis,Noa Curtis (AMS),6/3/2022 11:06:42 AM,6/8/2022 9:15:09 PM,,6/3/2022 11:06:42 AM,6/3/2022 11:42:02 AM,,
56310000007529,vallorypower.com,Approved,891 5339,8915339,6/3/2022 11:02:59 AM,6/8/2022 12:48:28 PM,,6/3/2022 11:02:59 AM,6/3/2022 11:05:56 AM,,
56310000007480,CELLULAR UNLOCK REPAIR,Approved,Nate Renaud,Nate Renaud,6/3/2022 10:57:14 AM,6/3/2022 3:26:16 PM,,6/3/2022 10:57:14 AM,6/3/2022 11:09:58 AM,,
554402009789017,Great Dragon,Approved,Vicky Chen,Xiuying Chen Affiliate( Penghui Wei),6/3/2022 10:50:18 AM,6/8/2022 9:57:07 AM,,6/3/2022 10:50:18 AM,6/3/2022 10:50:18 AM,,
,Colombian Mountains Cafe,Draft,Yamilet  Strauss,"Merchant Processing Solutions, Inc.",6/3/2022 10:48:12 AM,,,6/3/2022 10:48:13 AM,,,
56310000007478,BURKLEE HILL VINEYARDS LLC,Approved,Mark Fowler,Mark Fowler,6/3/2022 10:45:35 AM,6/3/2022 12:30:33 PM,,6/3/2022 10:45:36 AM,6/3/2022 11:01:27 AM,,
554402050037340,RAINBOW DINER,Approved,Thomas Nyman,Thomas Nyman,6/3/2022 10:27:27 AM,6/3/2022 2:13:08 PM,,6/3/2022 10:27:27 AM,6/3/2022 12:27:46 PM,,
,Ink By Lace,Declined,Jack Streeter,Jack Streeter2,6/3/2022 10:25:21 AM,,,6/3/2022 10:25:21 AM,6/3/2022 10:51:07 AM,6/3/2022 4:56:11 PM,
554402000689349,G & S Bargain Sales,Approved,Tonya Futrell,Enhanced Payment Systems LLC,6/3/2022 10:23:56 AM,6/8/2022 9:17:18 AM,,6/3/2022 10:23:56 AM,6/3/2022 10:31:14 AM,,
8739297330300327,Relax Spa LLC,Approved,Wendy Chen,Universal General CDP,6/3/2022 10:00:01 AM,6/3/2022 3:09:09 PM,,6/3/2022 10:00:01 AM,6/3/2022 10:00:01 AM,,
8739297045300746,GW CobbCty-ProLearn,Approved,Kelly Martin,Government Payment Technology,6/3/2022 9:57:54 AM,6/3/2022 5:29:44 PM,,6/3/2022 9:57:54 AM,6/3/2022 2:45:43 PM,,
554402050037365,BEALE'S BBQ,Approved,Leondry Jones,Leondry Jones,6/3/2022 9:53:40 AM,6/3/2022 3:37:35 PM,,6/3/2022 9:53:40 AM,6/3/2022 12:35:25 PM,,
554402000688978,Mingo Road Vet Hospital,Approved,Debra   Holt,Enhanced House Accounts,6/3/2022 9:53:18 AM,6/3/2022 1:16:24 PM,,6/3/2022 9:53:19 AM,6/3/2022 9:58:07 AM,,
,Costello Septics Llc,Declined,UnifiedPayments BoardingAPI,Netevia,6/3/2022 9:52:16 AM,,,6/3/2022 9:52:16 AM,6/3/2022 9:52:16 AM,6/3/2022 4:52:16 PM,
554402000690362,Boost Mobile,Approved,Eduardo Zurita,Zurita,6/3/2022 9:23:02 AM,6/16/2022 9:42:44 AM,,6/3/2022 9:23:02 AM,6/3/2022 9:57:51 AM,,
8739297705300534,Truly Amazing Quality Electronic Depot,Approved,Tim Reynolds,HRSS - Swoonlight,6/3/2022 2:51:04 AM,6/8/2022 2:49:47 PM,,6/3/2022 2:51:05 AM,6/3/2022 2:54:23 AM,,
8739297705300535,True Discounted Gadget Consumer Shop,Approved,Tim Reynolds,HRSS - Swoonlight,6/3/2022 2:28:59 AM,6/8/2022 3:37:59 PM,,6/3/2022 2:28:59 AM,6/3/2022 2:34:36 AM,,
8739297705300533,Impressive Online Savings Retailer,Approved,Tim Reynolds,HRSS - Swoonlight,6/3/2022 2:03:07 AM,6/8/2022 2:30:20 PM,,6/3/2022 2:03:07 AM,6/3/2022 2:14:02 AM,,
56310000007519,Gadget Scale,Closed,Tim Reynolds,HRSS - Swoonlight,6/3/2022 1:32:49 AM,6/8/2022 9:04:35 AM,,6/3/2022 1:32:49 AM,6/3/2022 1:35:48 AM,6/27/2022 11:08:25 PM,
56310000007521,Cyber Tech Diva,Approved,Tim Reynolds,HRSS - Swoonlight,6/3/2022 12:46:07 AM,6/8/2022 9:16:51 AM,,6/3/2022 12:46:07 AM,6/3/2022 12:55:49 AM,,
8739299045300037,M C Paint And Fraim Work,Approved,Carlos Hernandez,"Integrated Business Technologies, Inc.",6/2/2022 8:44:35 PM,6/10/2022 9:13:56 AM,,6/2/2022 8:44:35 PM,6/3/2022 10:32:43 AM,,
,Tanzanite Trim Vibe,Cancelled,Tina Makarem,HRSS - Tina (Trinity),6/2/2022 7:57:52 PM,,,6/2/2022 7:57:52 PM,6/2/2022 8:25:19 PM,,
56310000007527,buyvalloryderm.com,Approved,891 5339,8915339,6/2/2022 7:49:00 PM,6/8/2022 12:35:28 PM,,6/2/2022 7:49:00 PM,6/2/2022 7:52:08 PM,,
56310000007513,buyvalloryslim.com,Approved,891 5339,8915339,6/2/2022 7:35:00 PM,6/7/2022 4:39:10 PM,,6/2/2022 7:35:00 PM,6/2/2022 7:39:42 PM,,
,Pure Ganics Gummies,Declined,Paul Quach,BRANDON RODRIGUEZ,6/2/2022 7:28:38 PM,,,6/2/2022 7:28:38 PM,6/2/2022 8:02:47 PM,6/7/2022 11:40:06 AM,
,fridayplans.com,Under Review,Tina Makarem,HRSUB - Tina (Trinity),6/2/2022 7:13:37 PM,,,6/2/2022 7:13:37 PM,6/3/2022 12:08:47 PM,6/3/2022 2:51:55 PM,
,Vapecentric,Declined,Cathy  Velasco,CBD - PAYMENTCLOUD,6/2/2022 7:06:41 PM,,,6/2/2022 7:06:42 PM,6/2/2022 8:57:23 PM,6/7/2022 12:00:19 PM,
554402009788969,Kelly Nails,Approved,Jinzhao Liu,Universal General,6/2/2022 6:14:33 PM,6/3/2022 5:52:27 AM,,6/2/2022 6:14:33 PM,6/2/2022 6:14:33 PM,,
56310000007511,gadgets4easylife.com,Approved,891 5339,8915339,6/2/2022 6:08:12 PM,6/7/2022 2:53:08 PM,,6/2/2022 6:08:12 PM,6/2/2022 6:10:46 PM,,
,The Well Knoxville,Draft,Jason Purcell,Secure Retail POS,6/2/2022 5:51:22 PM,,,6/2/2022 5:51:22 PM,,,
,The Well Pella,Draft,Jason Purcell,Secure Retail POS,6/2/2022 5:50:55 PM,,,6/2/2022 5:50:55 PM,,,
8739299330302013,PAWS IN SPAWS,Approved,Tiffany Kenison,Tiffany Kenison,6/2/2022 5:44:25 PM,6/9/2022 11:09:15 AM,,6/2/2022 5:44:25 PM,6/3/2022 12:59:15 PM,,
8739296640300072,101 AUTO SHOP,Approved,Ali Tousi,Ali Tousi,6/2/2022 5:34:36 PM,6/7/2022 3:21:08 AM,,6/2/2022 5:34:36 PM,6/6/2022 3:26:57 PM,,
554402000689489,PERFUME CLUB NJ LLC,Approved,Sanjiv Beri,Sanjiv Beri,6/2/2022 5:26:03 PM,6/9/2022 9:17:17 AM,,6/2/2022 5:26:03 PM,6/2/2022 5:52:28 PM,,
8739294150301351,Tea Therapy Spa,Approved,Araya Zhang,UP Affiliate,6/2/2022 5:17:40 PM,6/3/2022 1:51:51 AM,,6/2/2022 5:17:40 PM,6/2/2022 5:17:40 PM,,
56310000007477,SHIP AND SHORE LAUNDRY,Approved,Robby Richardson,Robby Richardson,6/2/2022 5:01:55 PM,6/3/2022 12:11:54 PM,,6/2/2022 5:01:55 PM,6/2/2022 5:24:47 PM,,
56310000007506,THE CAKE PAN,Approved,Andrea Henderson,Andrea Henderson,6/2/2022 4:47:54 PM,6/7/2022 12:39:50 PM,,6/2/2022 4:47:54 PM,6/2/2022 5:13:47 PM,,
,BCHS Football Boosters,Draft,Mark Bouchard,Priority Payments Northeast,6/2/2022 4:35:22 PM,,,6/2/2022 4:35:22 PM,,,
8739296850302528,OH MAI DOWNTOWN,Approved,Jhonaton Vaca,Electronic Payments,6/2/2022 4:35:01 PM,6/7/2022 4:28:15 PM,,6/2/2022 4:35:01 PM,6/3/2022 2:17:58 PM,,
8739292500304447,VITAL GENX - NZ0,Approved,Jack Zahra,PPL Miami Net Zero,6/2/2022 4:34:55 PM,6/17/2022 1:37:43 PM,,6/2/2022 4:34:55 PM,6/2/2022 5:17:44 PM,,
56310000007473,CONSTABLE UPHOLSTERY,Approved,Robby Richardson,Robby Richardson,6/2/2022 4:31:51 PM,6/3/2022 9:21:00 AM,,6/2/2022 4:31:51 PM,6/2/2022 4:48:05 PM,,
8739292500304430,MOTLEE'S,Approved,Anthony Bilotti,Anthony Bilotti American 6.19,6/2/2022 4:22:20 PM,6/3/2022 6:37:51 AM,,6/2/2022 4:22:20 PM,6/2/2022 4:57:17 PM,,
8739296850302526,Midtown Spirits (CD),Approved,Marcus Kern,BML Solutions,6/2/2022 4:18:12 PM,6/7/2022 2:59:07 PM,,6/2/2022 4:18:12 PM,6/7/2022 2:41:59 PM,,
,TOP DOG PET SPA,Cancelled,Greg O'Neal,Greg O'Neal,6/2/2022 4:13:56 PM,,,6/2/2022 4:13:56 PM,6/2/2022 4:58:42 PM,,
554402050037316,YUMMY SNACKS Y MICHELADAS,Approved,Anabell Graziano,Anabell Graziano,6/2/2022 4:12:41 PM,6/3/2022 10:22:57 AM,,6/2/2022 4:12:41 PM,6/2/2022 4:28:22 PM,,
554402000689141,HOMETOWN ICE CREAM & CANDY,Approved,Hassan Rida2,Hassan Rida,6/2/2022 4:07:47 PM,6/7/2022 1:10:17 AM,,6/2/2022 4:07:47 PM,6/3/2022 4:14:15 PM,,
8739299330301988,J & C GARAGE,Approved,Charles Strader,Charles Strader,6/2/2022 4:05:59 PM,6/6/2022 10:43:55 AM,,6/2/2022 4:05:59 PM,6/2/2022 4:43:04 PM,,
8739297060300233,Liberty Multiservices-Humble,Approved,Roberto Rivera,ROBERTO RIVERA PORTFOLIO,6/2/2022 4:04:07 PM,6/7/2022 4:33:37 PM,,6/2/2022 4:04:07 PM,6/2/2022 4:04:07 PM,,
8739296960300765,AISHI STEAK & WING,Approved,Kevin Zhao,ZBS-Kevin,6/2/2022 3:59:16 PM,6/3/2022 3:06:13 AM,,6/2/2022 3:59:16 PM,6/2/2022 6:15:36 PM,,
,CAMEO COUNTERTOPS INC,Draft,Eric Cohen,"ETC Holdings, LLC",6/2/2022 3:47:16 PM,,,6/2/2022 3:47:16 PM,,,
8739296850302519,CJ DONUTS,Approved,Dai Lim,IB Creations,6/2/2022 3:36:17 PM,6/6/2022 11:55:24 AM,,6/2/2022 3:36:17 PM,6/6/2022 10:28:24 AM,,
554402040003469,Westside's 3rd Tavern & Grill (CD),Approved,Marcus Kern,BML Solutions,6/2/2022 3:28:33 PM,6/7/2022 3:23:58 PM,,6/2/2022 3:28:33 PM,6/7/2022 12:47:49 PM,,
8739299330301980,"White Auto Rental, Inc",Approved,Dawn Kane,Dawn Kane,6/2/2022 3:18:18 PM,6/3/2022 2:44:46 AM,,6/2/2022 3:18:18 PM,6/2/2022 4:21:39 PM,,
8739297225300031,REGAL NAILS SALON & SPA - 2928,Closed,Dan Nguyen,Cash Discount,6/2/2022 3:14:42 PM,6/2/2022 5:14:23 PM,,6/2/2022 3:14:42 PM,6/2/2022 4:18:14 PM,6/28/2022 4:07:39 PM,
8739299330301984,LYNAUGH'S AUTO BODY SHOP,Approved,Leondry Jones,Leondry Jones,6/2/2022 3:10:04 PM,6/3/2022 10:18:03 AM,,6/2/2022 3:10:04 PM,6/2/2022 4:29:16 PM,,
8739296850302529,Westside's 3rd Hole (CD),Approved,Marcus Kern,BML Solutions,6/2/2022 3:01:21 PM,6/7/2022 8:50:58 PM,,6/2/2022 3:01:21 PM,6/7/2022 12:39:52 PM,,
56310000007533,The Caboose,Approved,Jolene Bush,Jolene Bush - Thoroughbred Payment Solutions,6/2/2022 3:01:05 PM,6/8/2022 2:16:53 PM,,6/2/2022 3:01:05 PM,6/6/2022 4:25:16 PM,,
,Jennifer Investments LLC,Cancelled,David Mullins,Savings Bank of Danbury,6/2/2022 2:54:36 PM,,,6/2/2022 2:54:36 PM,6/3/2022 6:13:54 AM,,
8739299045300036,JR Transmission,Approved,Carlos Hernandez,"Integrated Business Technologies, Inc.",6/2/2022 2:52:26 PM,6/3/2022 3:17:22 AM,,6/2/2022 2:52:26 PM,6/2/2022 3:49:09 PM,,
56310000007472,Michael Pams Black Belt Champions,Approved,Don  Lawlor,SCORE - Don Lawlor/CD,6/2/2022 2:49:49 PM,6/3/2022 5:27:31 AM,,6/2/2022 2:49:49 PM,6/2/2022 2:58:20 PM,,
,Martha's Kitchen,Pending,Nathan Badran,Universal Retail Systems,6/2/2022 2:41:26 PM,,,6/2/2022 2:41:26 PM,6/24/2022 1:49:20 PM,,
8739297820300033,HIGH CLOUD #3,Approved,Mo Shamout,"POS 360, INC.",6/2/2022 2:36:13 PM,6/3/2022 3:04:53 PM,,6/2/2022 2:36:13 PM,6/2/2022 2:58:24 PM,,
8739295775300020,"Merchant Solutions, LLC",Approved,Brian Bartos,Brian Bartos,6/2/2022 2:35:17 PM,6/3/2022 10:08:31 AM,,6/2/2022 2:35:17 PM,6/2/2022 2:48:39 PM,,
554402000689760,LOS PINCHIS BURROS PERCHERONES,Approved,Roberto Rivera,ROBERTO RIVERA PORTFOLIO,6/2/2022 2:19:29 PM,6/10/2022 6:44:35 PM,,6/2/2022 2:19:29 PM,6/2/2022 2:19:29 PM,,
56310000007476,Go Krown,Approved,Joe McKee,Priority Payments Midwest,6/2/2022 2:08:50 PM,6/3/2022 11:01:35 AM,,6/2/2022 2:08:50 PM,6/3/2022 10:19:45 AM,,
8739296850302533,Washington Beer Commission,Approved,Tim Mueller,American Metro,6/2/2022 1:44:38 PM,6/9/2022 1:47:24 PM,,6/2/2022 1:44:38 PM,6/7/2022 1:01:21 PM,,
,ecomdeals.co,Declined,Jimmy Ng,"HRSS - JJAMS, INC",6/2/2022 1:27:07 PM,,,6/2/2022 1:27:07 PM,6/2/2022 1:27:12 PM,6/7/2022 2:38:30 PM,
554402050037274,MARTINO ITALIAN GRILL,Approved,Leondry Jones,Leondry Jones,6/2/2022 1:25:58 PM,6/2/2022 2:32:23 PM,,6/2/2022 1:25:58 PM,6/2/2022 2:00:06 PM,,
8739299205300181,VINTAGE SOFA BAR,Approved,Bubba Young,VPOS - Existing,6/2/2022 1:24:23 PM,6/2/2022 5:55:16 PM,,6/2/2022 1:24:23 PM,6/2/2022 1:39:23 PM,,
554402050037399,RIKIS MEXICAN GRILL,Approved,Walker Connell,Walker Connell,6/2/2022 1:19:17 PM,6/5/2022 7:12:25 AM,,6/2/2022 1:19:18 PM,6/2/2022 4:54:00 PM,,
,affluentclover.co,Declined,Jimmy Ng,"HRSS - JJAMS, INC",6/2/2022 1:10:22 PM,,,6/2/2022 1:10:22 PM,6/2/2022 1:23:44 PM,6/7/2022 2:37:25 PM,
8739295000300105,Skydive Mountain City LLC,Approved,Franz Gerschwiler,Burble,6/2/2022 1:08:19 PM,6/2/2022 3:50:03 PM,,6/2/2022 1:08:19 PM,6/2/2022 1:08:19 PM,,
554402000690792,Blue Water Appliances,Approved,Annette Warren,113 - Annette Warren,6/2/2022 1:04:02 PM,6/21/2022 1:44:45 PM,,6/2/2022 1:04:02 PM,6/2/2022 1:04:02 PM,,
56310000007508,allgadgetshub.com,Approved,891 5339,8915339,6/2/2022 1:02:41 PM,6/7/2022 1:59:50 PM,,6/2/2022 1:02:41 PM,6/2/2022 1:08:15 PM,,
8739297545300078,Hidden River Golf and Casting Club,Approved,Robin Turkell,PCBancard,6/2/2022 12:51:17 PM,6/2/2022 4:52:04 PM,,6/2/2022 12:51:17 PM,6/2/2022 12:55:39 PM,,
56310000007507,muscleworkoutproduct.com,Approved,891 5339,8915339,6/2/2022 12:47:15 PM,6/7/2022 1:21:16 PM,,6/2/2022 12:47:15 PM,6/2/2022 12:57:50 PM,,
8739296690300194,Gone Coastal,Approved,Julia Paige,ascent processing,6/2/2022 12:34:58 PM,6/3/2022 12:23:13 PM,,6/2/2022 12:34:58 PM,6/2/2022 12:38:00 PM,,
56310000007510,topskincares.com,Approved,891 5339,8915339,6/2/2022 12:29:29 PM,6/7/2022 2:14:32 PM,,6/2/2022 12:29:29 PM,6/2/2022 12:40:05 PM,,
8739297085300484,No Regrets,Approved,Jim  Malcolm,Jim Malcolm,6/2/2022 12:27:30 PM,6/8/2022 2:44:02 PM,,6/2/2022 12:27:30 PM,6/3/2022 2:01:32 PM,,
554402050037969,JC FAMILY AG,Approved,Sabrina Cantu,Sabrina Cantu,6/2/2022 12:27:29 PM,6/13/2022 11:13:18 AM,,6/2/2022 12:27:29 PM,6/2/2022 12:43:21 PM,,
554402000688887,TINA NAILS,Approved,Xuan Nguyen,Xuan V. Nguyen,6/2/2022 12:23:46 PM,6/2/2022 4:26:37 PM,,6/2/2022 12:23:46 PM,6/2/2022 1:01:44 PM,,
554402000689679,Hawkes Nest RV Park,Approved,David  Daily,Cutter  LLC,6/2/2022 12:22:17 PM,6/10/2022 11:44:46 AM,,6/2/2022 12:22:17 PM,6/3/2022 9:41:35 AM,,
,HIGH CLOUD #3,Cancelled,Mo Shamout,"POS 360, INC.",6/2/2022 12:14:59 PM,,,6/2/2022 12:14:59 PM,6/2/2022 1:05:48 PM,6/2/2022 3:12:42 PM,
554402009001959,Pho Pleasant Hill,Approved,Kelly Duong,214- Kelly Duong- 9307,6/2/2022 12:13:46 PM,6/2/2022 2:20:02 PM,,6/2/2022 12:13:46 PM,6/2/2022 1:56:49 PM,,
56310000007465,1 UP AUTOWORX LLC,Approved,Robby Richardson,Robby Richardson,6/2/2022 12:07:25 PM,6/2/2022 3:40:42 PM,,6/2/2022 12:07:26 PM,6/2/2022 12:28:12 PM,,
8739297575300596,Laundry Tan & Express,Approved,Ross Church,CashBack Corporation,6/2/2022 12:02:24 PM,6/2/2022 4:25:09 PM,,6/2/2022 12:02:24 PM,6/2/2022 12:02:24 PM,,
554402000689802,Bean Kinney & Korman,Approved,Patrick Dancy,Watermark Payment Solutions LLC,6/2/2022 11:52:08 AM,6/13/2022 8:39:28 AM,,6/2/2022 11:52:08 AM,6/2/2022 12:06:04 PM,,
56310000007525,ZE MART,Approved,Jonathan Rebecca,Jonathan Rebecca,6/2/2022 11:51:50 AM,6/8/2022 11:56:06 AM,,6/2/2022 11:51:50 AM,6/2/2022 4:01:22 PM,,
56310000007486,TEST DEPTH CUSTOMS LLC,Approved,Luis Flores,Luis Flores,6/2/2022 11:50:49 AM,6/6/2022 10:35:38 AM,,6/2/2022 11:50:49 AM,6/2/2022 4:15:40 PM,,
554402000689216,Baldwin Car Wash,Approved,Unitec DRB New,PPS_WASH_DRB,6/2/2022 11:44:04 AM,6/7/2022 11:57:56 AM,,6/2/2022 11:44:04 AM,6/2/2022 1:04:05 PM,,
8739296850302520,My Neighbor Repair Shop,Approved,Stan Ochab,R & R POS Solution,6/2/2022 11:31:45 AM,6/6/2022 6:01:45 PM,,6/2/2022 11:31:46 AM,6/6/2022 1:08:51 PM,,
56310000007474,STEVE'S SPORTS,Approved,Harley Miller,Harley Miller,6/2/2022 11:24:55 AM,6/3/2022 9:47:35 AM,,6/2/2022 11:24:55 AM,6/2/2022 2:27:49 PM,,
8739297060300234,C&L Glass And Mirror,Approved,Roberto Rivera,ROBERTO RIVERA PORTFOLIO,6/2/2022 11:23:42 AM,6/9/2022 3:38:38 PM,,6/2/2022 11:23:42 AM,6/2/2022 11:47:20 AM,,
8739299330302168,GOT WINDOWS NEED BLINDS,Approved,Ayman Hatkwa,Ayman Hatkwa,6/2/2022 11:22:43 AM,6/30/2022 9:30:08 AM,,6/2/2022 11:22:43 AM,6/6/2022 10:59:21 AM,,
8739298330300313,Fletcher's Plumbing,Approved,Marc Draper,Convenient Payments - ISV,6/2/2022 11:10:53 AM,6/2/2022 4:50:05 PM,,6/2/2022 11:10:53 AM,6/2/2022 11:19:52 AM,,
56310000007458,BETTER PERFORMANCE NUTRITION,Approved,Fouad Maalouf,Fouad Maalouf,6/2/2022 11:06:28 AM,6/2/2022 12:54:14 PM,,6/2/2022 11:06:28 AM,6/2/2022 11:39:47 AM,,
8739299205300180,THE TAPP ROOM-ONLINE,Approved,Dylan Yankovich,VersiEats - Existing,6/2/2022 11:04:18 AM,6/2/2022 3:37:03 PM,,6/2/2022 11:04:18 AM,6/2/2022 11:39:38 AM,,
8739297750301241,Famous Booth Market,Approved,Jimmy Ng,"HRSS - JJAMS, INC",6/2/2022 10:59:06 AM,6/7/2022 11:53:33 AM,,6/2/2022 10:59:06 AM,6/2/2022 10:59:11 AM,,
56310000007619,JMD MOBILE PAINT AND BODY SPECIALTIES,Approved,Richard Stotts,Richard Stotts,6/2/2022 10:57:14 AM,6/16/2022 10:29:09 AM,,6/2/2022 10:57:14 AM,6/2/2022 11:14:52 AM,,
,Pappy Lee's  Vape Shop,Draft,Josh Dempsey,Enhanced Payment Systems LLC,6/2/2022 10:54:16 AM,,,6/2/2022 10:54:16 AM,,,
8739297750301240,SHOP SPECTACULAR DEALS,Approved,Jimmy Ng,"HRSS - JJAMS, INC",6/2/2022 10:54:00 AM,6/7/2022 11:33:05 AM,,6/2/2022 10:54:00 AM,6/2/2022 10:55:37 AM,,
,Pappy Lee's  Vape Shop,Draft,Josh Dempsey,Enhanced Payment Systems LLC,6/2/2022 10:46:46 AM,,,6/2/2022 10:46:46 AM,,,
